label,#,URL,filepath,title,authors_attributed,num_characters,num_words,date,google_sentiment_score,google_sentiment_magnitude,msft_sentiment_score
0,579,http://www.reuters.com/article/usa-election-trump-race-idUSKCN0UQ0F520160112,./credible/r_1023_Whitesupremacistsin.txt,White supremacists in campaign calls for Trump say: We dont need Muslims,2,4916,787,1/12/2016,0,13.8,1.0
0,911,http://www.washingtonpost.com/news/post-politics/wp/2016/01/12/why-this-leading-white-nationalist-is-urging-iowa-voters-to-back-donald-trump/,./credible/r_842_Hearawhitenationalis.txt,Hear a white nationalist’s robocall urging Iowa voters to back Trump,1,7742,1256,1/12/2016,0,29.3,0
0,167,http://www.abcnews.go.com/Politics/hillary-clinton-defends-chelsea-clintons-attacks-bernie-sanders/story?id=36263047,./credible/r_67_HillaryClintonDefends.txt,Hillary Clinton Defends Chelsea Clinton’s Attacks Against Bernie Sanders,2,2374,377,1/13/2016,0,5.5,0.999999344349
0,587,http://www.nytimes.com/politics/first-draft/2016/01/13/nikki-haley-turns-on-donald-trump-in-rebuttal-address/,./credible/r_805_NikkiHaleyTurnsonDon.txt,Nikki Haley Turns on Donald Trump in Rebuttal Address,1,4949,827,1/13/2016,0,13.8,1.0
0,700,http://www.cnn.com/2016/01/12/politics/hillary-clinton-bernie-sanders-income-inequality/,./credible/r_509_HillaryClintonslamsB.txt,Hillary Clinton slams Bernie Sanders Donald Trump,1,5628,966,1/13/2016,-0.1,13.1,0.0030777209904
0,1044,http://www.nytimes.com/2016/01/13/us/politics/hillary-clinton-bernie-sanders-supporters.html,./credible/r_734_HillaryClintonRacest.txt,Hillary Clinton Races to Close Enthusiasm Gap With Bernie Sanders in Iowa,2,12699,2071,1/13/2016,0,35.9,0
0,45,http://www.fox10phoenix.com/news/arizona-news/112701208-story,./credible/r_606_Phoenixmayorseeksfed.txt,Phoenix mayor seeks federal probe of election,0,1297,197,1/14/2016,-0.3,3.5,0.0579854175448
0,171,http://www.fox4news.com/business/216555678-story,./credible/r_652_Economicmarketsstabi.txt,Economic markets stabilize in wake of shock Trump victory,0,2384,392,1/14/2016,0,7,0.999558568001
0,960,http://www.cnn.com/2016/01/14/politics/republican-debate-2016-highlights/,./credible/r_484_GOPdebateDonaldTrump.txt,GOP debate: Donald Trump-Ted Cruz bromance is over,2,8514,1411,1/14/2016,0,32.4,0.177157342434
0,73,http://www.cbsnews.com/news/trump-cruzs-remarks-about-new-york-values-disgraceful/,./credible/r_376_DonaldTrumpTedCruzsr.txt,Donald Trump: Ted Cruzs remarks about New York values disgraceful,1,1515,268,1/15/2016,-0.2,8.1,0.0171987925649
0,699,http://www.bbc.com/news/election-us-2016-35320021,./credible/r_197_RepublicandebateTrum.txt,Republican debate: Trump challenges Cruz over Canada birth,0,5618,940,1/15/2016,0,16.5,0.02834674716
0,457,http://www.nytimes.com/2016/01/17/us/politics/donald-trump-gets-personal-in-attacks-on-ted-cruz-at-tea-party-convention.html,./credible/r_710_DonaldTrumpGetsPerso.txt,Donald Trump Gets Personal in Attacks on Ted Cruz at Tea Party Convention,1,4197,713,1/17/2016,-0.1,17.3,0.0120647987351
0,11,http://www.fox4news.com/politics/76981415-story,./credible/r_614_DonaldTrumpquotesTwo.txt,Donald Trump quotes Two Corinthians in Liberty University speech,0,833,140,1/18/2016,0.1,4.1,0.99976298213
0,477,http://www.foxnews.com/politics/2016/01/18/clinton-embraces-obama-in-final-stretch-fueling-gop-claims-seeking-3rd-term.html,./credible/r_597_ClintonembracesObama.txt,Clinton embraces Obama in final stretch fueling GOP claims of seeking 3rd term,0,4307,709,1/18/2016,-0.1,12.4,0.119806289673
0,868,http://www.bbc.com/news/world-us-canada-35340631,./credible/r_217_ClintonvSandersTherh.txt,Clinton v Sanders: The rhetoric and the stakes rise,4,7067,1176,1/18/2016,0,19.5,0.999847918749
0,938,http://www.reuters.com/article/us-usa-election-democrats-idUSMTZSAPEC1H32K6L4,./credible/r_1021_SanderslashesoutatC.txt,Sanders lashes out at Clinton in contentious Democratic debate,2,8168,1306,1/18/2016,0,20.6,0
0,1079,http://www.cbsnews.com/news/democratic-debate-transcript-clinton-sanders-omalley-in-south-carolina/,./credible/r_388_Democraticdebatetran.txt,Democratic debate transcript: Clinton Sanders OMalley in South Carolina,0,100000,17350,1/18/2016,0,386.3,1.0
0,432,http://www.bbc.com/news/science-environment-35344664,./credible/r_322_HawkingHumansatrisko.txt,Hawking: Humans at risk of lethal own goal,2,4066,674,1/19/2016,0,12.4,1.0
0,277,http://www.abcnews.go.com/Politics/bernie-sanders-opens-60-33-lead-hillary-clinton/story?id=36383793,./credible/r_66_BernieSandersOpensUp6.txt,Bernie Sanders Opens Up 60-33 Lead Against Hillary Clinton In New Hampshire Poll,4,3079,508,1/20/2016,0,6.6,0.959223806858
0,799,http://www.nytimes.com/2016/01/20/us/politics/donald-trump-sarah-palin.html,./credible/r_699_SarahPalinEndorsesDo.txt,Sarah Palin Endorses Donald Trump Which Could Bolster Him in Iowa,2,6344,1045,1/20/2016,0,21.1,1.0
0,995,http://www.washingtonpost.com/news/monkey-cage/wp/2016/01/20/3-reasons-the-u-s-wont-break-with-azerbaijan-over-its-violations-of-human-rights-and-democratic-freedoms/,./credible/r_951_ThreereasonstheUSwon.txt,Three reasons the US won’t break with Azerbaijan over its violations of human rights and democratic freedoms,0,9610,1423,1/20/2016,0,28.8,1.0
0,18,http://www.cnn.com/2016/01/21/politics/hillary-clinton-bernie-sanders-establishment-iran-normalization/,./credible/r_489_HillaryClintonpinses.txt,Hillary Clinton pins establishment label on Bernie Sanders,1,959,156,1/21/2016,-0.1,2,0.0275795869529
0,288,http://www.abcnews.go.com/Politics/donald-trump-ramps-attacks-ted-cruz-hes-nasty/story?id=36335768,./credible/r_25_DonaldTrumpRampsupAtt.txt,Donald Trump Ramps up Attacks on Ted Cruz Says Hes a Nasty Guy,2,3110,562,1/22/2016,0,14.2,0.997375816107
0,443,http://www.cbsnews.com/news/hillary-clinton-rallies-young-voters-with-demi-lovato-to-iowa-city/,./credible/r_387_HillaryClintonrallie.txt,Hillary Clinton rallies young voters in Iowa City with Demi Lovato,1,4127,696,1/22/2016,0.2,11.3,1.0
0,762,http://www.bbc.com/news/world-us-canada-35388292,./credible/r_187_IsDonaldTrumpnowunst.txt,Is Donald Trump now unstoppable?,2,6013,1068,1/22/2016,0,23.9,0.0021278380882
0,19,http://www.cnn.com/2016/01/23/politics/donald-trump-shoot-somebody-support/,./credible/r_464_DonaldTrumpcouldshoo.txt,Donald Trump could shoot somebody and not lose voters,1,965,160,1/23/2016,0,2.3,0.00815127324313
0,31,http://www.washingtonpost.com/news/post-politics/wp/2016/01/23/donald-trump-i-could-shoot-somebody-and-still-have-support/,./credible/r_850_DonaldTrumpTheysayIc.txt,Donald Trump: They say I could ‘shoot somebody’ and still have support,3,1139,189,1/23/2016,0.1,3.9,0.975185960531
0,95,http://www.abcnews.go.com/Politics/woman-confronts-hillary-clinton-health/story?id=36477091,./credible/r_36_WomanConfrontsHillary.txt,Woman Confronts Hillary Clinton About Her Health,2,1821,313,1/23/2016,0,7.6,0.846077293158
0,175,http://www.cbsnews.com/news/donald-trump-i-could-shoot-somebody-and-i-wouldnt-lose-any-voters/,./credible/r_369_DonaldTrumpIcouldsho.txt,Donald Trump: I could shoot somebody and I wouldnt lose any voters,1,2416,417,1/23/2016,0,7.1,0.999865949154
0,627,http://www.reuters.com/article/us-usa-election-idUSMTZSAPEC1NFEQLYN,./credible/r_994_ConfidentTrumpsaysco.txt,Confident Trump says could shoot somebody and not lose voters,2,5140,869,1/23/2016,0,16.1,0.000690648797899
0,138,http://www.abcnews.go.com/Politics/donald-trump-jokes-shoot-losing-support/story?id=36474145,./credible/r_26_DonaldTrumpJokesHeCou.txt,Donald Trump Jokes He Could Shoot Somebody Without Losing Support,4,2232,388,1/25/2016,0.3,6.1,0.938705712557
0,26,http://www.cnn.com/2016/01/26/politics/hillary-clinton-iowa-religious-racial-minorities/,./credible/r_486_HillaryClintoncourts.txt,Hillary Clinton courts Iowas religious and racial minorities,2,1082,179,1/26/2016,0,2.2,0.822659066599
0,243,http://www.bbc.co.uk/news/world-europe-35406072,./credible/r_321_Fatalstabbingatasylu.txt,Fatal stabbing at asylum centre shocks Sweden,0,2853,466,1/26/2016,0,8.7,0.00928326882422
0,436,http://www.cbsnews.com/news/donald-trump-asks-supporters-if-he-should-attend-thursdays-debate/,./credible/r_343_DonaldTrumpIprobably.txt,Donald Trump: I probably wont bother doing the debate,1,4106,694,1/26/2016,0,14.5,0
0,878,http://www.reuters.com/article/us-usa-election-democrats-idUSMTZSAPEC1QJESYMM,./credible/r_1004_ExperiencevsJudgmen.txt,Experience vs Judgment: Clinton Sanders vie for pivotal Iowa vote,2,7212,1142,1/26/2016,0,19.9,0.107354857028
0,999,http://www.washingtonpost.com/politics/trump-says-he-wont-participate-in-gop-debate-on-fox-news/2016/01/26/58fa0b2e-c490-11e5-a4aa-f25866ba0dc6_story.html,./credible/r_823_Trumpsayshewontparti.txt,Trump says he won’t participate in GOP debate on Fox News,10,9765,1594,1/26/2016,0,33.8,0
0,54,http://www.foxnews.com/politics/2016/01/27/full-statement-on-trump-declining-to-participate-in-fox-newsgoogle-debate.html,./credible/r_544_FullstatementonTrump.txt,Full statement on Trump declining to participate in Fox NewsGoogle Debate,0,1384,242,1/27/2016,-0.1,2.9,0.000110209512059
0,1,http://www.fox13news.com/news/politics/84835786-story,./credible/r_643_ReportTrumptorallyin.txt,Report: Trump to rally in Tampa,0,622,109,1/29/2016,0.1,1.6,0.834858557164
0,42,http://www.abcnews.go.com/Politics/trump-misses-debate-hosting-counter-event/story?id=36585199,./credible/r_9_TrumpSaysHeMissesDebat.txt,Trump Says He Misses Debate While Hosting Counter Event,2,1263,224,1/29/2016,0,2.9,0.994183391333
0,633,http://www.cbsnews.com/news/who-are-the-veterans-groups-donald-trump-will-donate-to/,./credible/r_336_Whichveteransgroupsw.txt,Which veterans groups will get money Donald Trump raised on debate night?,1,5175,850,1/29/2016,0.1,18.5,0.999999910593
0,755,http://www.bbc.com/news/election-us-2016-35432315,./credible/r_174_USelection2016Republ.txt,US election 2016: Republican rivals mock Trump over no-show,0,5975,1004,1/29/2016,0,18.4,0
0,871,http://www.cnn.com/2016/01/28/politics/donald-trump-2016-election-rally-gop-debate/,./credible/r_450_DonaldTrumpthrowsagr.txt,Donald Trump throws a grand old party,1,7127,1256,1/29/2016,0.1,23.1,0.999992966652
0,987,http://www.reuters.com/article/us-usa-election-idUSKCN0V619Q,./credible/r_966_TrumpovershadowsRepu.txt,Trump overshadows Republican debate even as he sits it out,3,8999,1471,1/29/2016,0,20.8,0.998522490263
0,509,http://www.nytimes.com/2016/01/30/us/politics/22-clinton-emails-deemed-too-classified-to-be-made-public.html,./credible/r_801_22ClintonEmailsDeeme.txt,22 Clinton Emails Deemed Too Classified to Be Made Public,1,4481,716,1/30/2016,-0.2,15.2,0.995942831039
0,872,http://www.reuters.com/article/us-usa-election-anger-idUSMTZSAPEC1USEXIB3,./credible/r_967_Americasangryvotersd.txt,Americas angry voters divvied up by Trump and Sanders: poll,2,7129,1162,1/30/2016,0.1,23.1,0.000417663512053
0,189,http://www.bbc.com/news/world-us-canada-35486983,./credible/r_159_DonaldTrumpwantsIowa.txt,Donald Trump wants Iowa rematch accusing Cruz of fraud,0,2512,418,2/3/2016,-0.2,10.7,0.128960236907
0,590,http://www.washingtonpost.com/news/the-fix/wp/2016/02/03/donald-trump-tweets-that-ted-cruz-stole-iowa-illegally-and-quickly-deletes-the-illegally/,./credible/r_816_DonaldTrumpaccusesTe.txt,Donald Trump accuses Ted Cruz of stealing Iowa — and demands new caucuses,1,4963,855,2/3/2016,-0.1,23.7,0.000450469437055
0,679,http://www.foxnews.com/politics/2016/02/03/runner-up-drama-trump-says-cruz-stole-iowa-election-sanders-mulls-challenge.html,./credible/r_541_RunnerupdramaTrumpsa.txt,Runner-up drama: Trump says Cruz stole Iowa election; Sanders mulls challenge,0,5490,875,2/3/2016,-0.2,18.8,0
0,866,http://www.cnn.com/2016/02/03/politics/trump-tweet-on-cruz-stealing-iowa/,./credible/r_444_DonaldTrumpaccusesTe.txt,Donald Trump accuses Ted Cruz of stealing Iowa caucuses,2,7049,1176,2/3/2016,-0.2,28.9,0
0,389,http://www.washingtonpost.com/news/the-fix/wp/2016/02/05/hillary-clinton-just-suggested-shes-not-establishment-come-on/,./credible/r_840_HillaryClintonjustsu.txt,Hillary Clinton just suggested she’s not ‘establishment’ Come on,2,3817,664,2/5/2016,0,12.6,0.99999165535
0,510,http://www.bbc.com/news/election-us-2016-35499180,./credible/r_192_USelectionHillaryCli.txt,US election: Hillary Clinton and Bernie Sanders clash in first one-on-one debate,0,4485,744,2/5/2016,0,12.4,0.999879688025
0,992,http://www.reuters.com/article/us-usa-election-democrats-debate-idUSMTZSAPEC2416OGVD,./credible/r_1010_Incontentiousdebate.txt,In contentious debate Clinton and Sanders both claim progressive mantle,1,9473,1550,2/5/2016,0,41.3,0.999986052513
0,17,http://www.abcnews.go.com/Politics/donald-trump-gop-debate-incredible/story?id=36746081,./credible/r_95_DonaldTrumpSaysGOPDeb.txt,Donald Trump Says GOP Debate Will be Incredible,4,927,157,2/6/2016,0.1,3.7,0.209755520561
0,71,http://www.cnn.com/2016/02/07/politics/hillary-clinton-flint-michigan-water-2016-election/,./credible/r_473_HillaryClintonpledge.txt,Hillary Clinton pledges to stand with Flint through water crisis,2,1506,249,2/7/2016,-0.3,3.5,0.245862200856
0,141,http://www.abcnews.go.com/Politics/hillary-clinton-blasts-states-neglect-flint-water-crisis/story?id=36775227,./credible/r_46_HillaryClintonBlastsS.txt,Hillary Clinton Blasts States Neglect for Flint Water Crisis During Visit to City,2,2241,379,2/7/2016,-0.1,6.1,0
0,564,http://www.bbc.com/news/election-us-2016-35514109,./credible/r_267_USelection2016Rubioa.txt,US election 2016: Rubio assailed by Republican rivals,0,4825,805,2/7/2016,-0.1,19.1,0.00217496184632
0,114,http://www.cbsnews.com/news/bill-clinton-accuses-bernie-sanders-supporters-berniebros-of-sexism/,./credible/r_367_BillClintonaccusesBe.txt,Bill Clinton accuses Bernie Sanders supporters - Berniebros - of sexism,0,2038,336,2/8/2016,-0.3,6.6,0
0,380,http://www.fox13news.com/news/local-news/86864766-story,./credible/r_663_Trumplookstowoocriti.txt,Trump looks to woo critical voting block on Rubio Bush turf,0,3764,608,2/8/2016,0.1,10.3,0.999999940395
0,753,http://www.nytimes.com/2016/02/08/us/politics/bill-clinton-after-months-of-restraint-unleashes-stinging-attack-on-bernie-sanders.html,./credible/r_696_BillClintonUnleashes.txt,Bill Clinton Unleashes Stinging Attack on Bernie Sanders,1,5960,980,2/8/2016,-0.1,18,0.115377888083
0,492,http://www.foxnews.com/politics/2016/02/09/trump-pulls-off-huge-win-but-kasich-will-be-media-darling.html,./credible/r_562_Trumppullsoffhugewin.txt,Trump pulls off huge win but Kasich will be the media darling,1,4388,742,2/9/2016,-0.1,13.8,0.150300905108
0,694,http://www.reuters.com/article/us-usa-election-trump-hampshire-idUSMTZSAPEC2886RFFM,./credible/r_996_BeforeNewHampshirepr.txt,Before New Hampshire primary Trump campaign shows mellower side,1,5603,929,2/9/2016,0,17.9,0
0,30,http://www.cnn.com/2016/02/09/politics/donald-trump-new-hampshire-victory/,./credible/r_453_DonaldTrumpdescribes.txt,Donald Trump describes New Hampshire primary win,2,1134,183,2/10/2016,0,2.4,0.999973505735
0,87,http://www.abcnews.go.com/Politics/donald-trump-revels-hampshire-primary-win/story?id=36830454,./credible/r_20_DonaldTrumpRevelsinNe.txt,Donald Trump Revels in New Hampshire Primary Win,2,1714,296,2/10/2016,0.2,5.9,0.999999493361
0,453,http://www.cbsnews.com/news/sandra-blands-mother-to-campaign-for-hillary-clinton/,./credible/r_385_SandraBlandsmotherto.txt,Sandra Blands mother to campaign for Hillary Clinton,0,4191,680,2/10/2016,0,11,0.980911910534
0,531,http://www.bbc.com/news/election-us-2016-35544256,./credible/r_193_DonaldTrumpIwouldbea.txt,Donald Trump: I would beat Hillary Clinton to White House,0,4635,761,2/10/2016,0,13.8,0.999999403954
0,544,http://www.bbc.com/news/election-us-2016-35528033,./credible/r_188_USelection2016NewHam.txt,US election 2016: New Hampshire polls close in key primary,0,4677,759,2/10/2016,0,14.2,0.999999940395
0,607,http://www.washingtonpost.com/news/the-fix/wp/2016/02/10/hillary-clinton-has-a-major-honesty-problem-after-new-hampshire/,./credible/r_829_HillaryClintonhasama.txt,Hillary Clinton has a major honesty problem after New Hampshire,6,5045,867,2/10/2016,-0.1,16,0.999998003244
0,997,http://www.nytimes.com/2016/02/10/us/politics/new-hampshire-primary.html,./credible/r_689_DonaldTrumpandBernie.txt,Donald Trump and Bernie Sanders Win in New Hampshire Primary,2,9664,1575,2/10/2016,0,26.8,1.0
0,521,http://www.nytimes.com/2016/02/12/us/politics/hillary-clinton-debate.html,./credible/r_707_HillaryClintonIsCalm.txt,Hillary Clinton Is Calm Cool and Effective,1,4547,750,2/12/2016,-0.1,13,0.968020349741
0,1058,http://www.reuters.com/article/us-usa-election-democrats-idUSMTZSAPEC2BDQPD6L,./credible/r_1001_ClintonSandersclash.txt,Clinton Sanders clash over Obama as they vie for minority votes,1,14932,2376,2/13/2016,0,57.7,1.0
0,209,http://www.abcnews.go.com/Politics/hillary-clinton-testing-strategy-bernie-sanders-work/story?id=36912001,./credible/r_47_HillaryClintonTesting.txt,Hillary Clinton Testing Out New Strategy Against Bernie Sanders – But Will It Work?,2,2691,453,2/14/2016,-0.1,7.8,0.000543164904229
0,337,http://www.cbsnews.com/news/donald-trump-i-am-not-blaming-george-bush-for-9-11/,./credible/r_375_DonaldTrumpclearsuph.txt,Donald Trump clears up his Bush-911 debate remarks,1,3494,632,2/14/2016,0,10.5,0
0,605,http://www.bbc.com/news/election-us-2016-35572261,./credible/r_206_Trumptangleswithriva.txt,Trump tangles with rivals in Republican debate knockabout,0,5041,816,2/14/2016,0,20.9,0
0,1053,http://www.reuters.com/article/us-usa-election-idUSMTZSAPEC2DHGQ8ZL,./credible/r_1014_Refusingtositonlead.txt,Refusing to sit on lead Trump gets bitter in Republican debate,1,14064,2262,2/14/2016,0,52,0.999999672174
0,301,http://www.foxnews.com/politics/2016/02/15/trump-warns-rnc-isnt-honoring-pledge-again-floats-independent-bid.html,./credible/r_572_TrumpwarnsRNCisnthon.txt,Trump warns RNC isnt honoring pledge threatens to sue Cruz,0,3239,537,2/15/2016,-0.2,9.3,0
0,947,http://www.washingtonpost.com/news/monkey-cage/wp/2016/02/15/why-the-congressional-black-caucus-endorsement-of-hillary-clinton-is-a-really-big-deal/,./credible/r_870_WhytheCongressionalB.txt,Why the Congressional Black Caucus endorsement of Hillary Clinton is a really big deal,4,8349,1285,2/15/2016,0,17.5,1.0
0,122,http://www.abcnews.go.com/Politics/donald-trump-floats-idea-party-run/story?id=36951580,./credible/r_42_DonaldTrumpFloatsIdea.txt,Donald Trump Floats Idea of a Third-Party Run Again,2,2121,373,2/16/2016,-0.2,9.1,0.991223692894
0,135,http://www.cbsnews.com/news/civil-rights-leaders-praise-hillary-clintons-familiarity-with-their-concerns/,./credible/r_391_Civilrightsleaderspr.txt,Civil rights leaders praise Hillary Clintons familiarity with their concerns,1,2213,360,2/16/2016,-0.1,4.9,0.825217306614
0,165,http://www.abcnews.go.com/Politics/bill-clinton-tells-donald-trump-supporter-follow-moses/story?id=36956953,./credible/r_41_BillClintonTellsDonal.txt,Bill Clinton Tells Donald Trump Supporter to Follow Him Like Moses to the Promised Land,2,2356,407,2/16/2016,0,5.1,0.987275570631
0,785,http://www.nytimes.com/2016/02/16/us/politics/bush-brothers-swipe-at-donald-trump.html,./credible/r_711_JebBushWithAssistFro.txt,Jeb Bush With Assist From George Goes After Donald Trump,2,6219,1042,2/16/2016,0,21.1,0.00107467453927
0,1026,http://www.washingtonpost.com/world/boutros-boutros-ghali-un-secretary-general-who-clashed-with-us-dies-at-93/2016/02/16/8b727bb8-d4c1-11e5-be55-2cc3c1e4b76b_story.html,./credible/r_947_BoutrosBoutrosGhaliU.txt,Boutros Boutros-Ghali UN secretary general who clashed with US dies,0,11020,1751,2/16/2016,-0.1,29.9,0.877136111259
0,368,http://www.cnn.com/2016/02/17/politics/ted-cruz-donald-trump-marco-rubio-south-carolina/,./credible/r_488_TedCruztoDonaldTrump.txt,Ted Cruz to Donald Trump: Sue me,3,3668,625,2/17/2016,-0.2,12.2,0
0,536,http://www.bbc.co.uk/news/uk-england-35322992,./credible/r_326_InsidetheUKslargests.txt,Inside the UKs largest salt mine,2,4643,799,2/17/2016,0,12.4,0.797326385975
0,933,http://www.reuters.com/article/us-usa-election-blacks-idUSMTZSAPEC2GNQEJOZ,./credible/r_1032_HillaryClintoninpus.txt,Hillary Clinton in push for black support promises to tackle racial disparities,1,8049,1322,2/17/2016,0.1,29.7,0.999999731779
0,816,http://www.bbc.com/news/election-us-2016-35609636,./credible/r_236_USelectionDonaldTrum.txt,US election: Donald Trump v Pope who wins?,2,6451,1121,2/18/2016,-0.1,22.8,0.0786209627986
0,70,http://www.abcnews.go.com/Politics/donald-trump-pope-dust-hurt/story?id=37050954,./credible/r_84_DonaldTrumponWhetherP.txt,Donald Trump on Whether Pope Dust-up Will Hurt: ‘You Never Know’,2,1505,265,2/19/2016,0,4.1,0.000343720457749
0,211,http://www.cbsnews.com/news/elections-2016-donald-trump-softens-tone-war-of-words-pope-francis/,./credible/r_418_DonaldTrumpIdontlike.txt,Donald Trump: I dont like fighting with the pope,0,2698,462,2/19/2016,0,10,0
0,326,http://www.cnn.com/2016/02/19/politics/donald-trump-pope-francis/,./credible/r_522_DonaldTrumptonesdown.txt,Donald Trump tones down fight with Pope Francis,2,3411,567,2/19/2016,0,11.8,0.901070475578
0,851,http://www.reuters.com/article/us-usa-election-idUSMTZSAPEC2IR8HAHN,./credible/r_1046_PopesaysTrumpnotChr.txt,Pope says Trump not Christian in a sign of global concern,1,6826,1119,2/19/2016,0,18.5,0
0,898,http://www.nytimes.com/2016/02/19/us/politics/donald-trump-fires-back-at-sharp-rebuke-by-pope-francis.html,./credible/r_752_DonaldTrumpFiresBack.txt,Donald Trump Fires Back at Sharp Rebuke by Pope Francis,1,7493,1236,2/19/2016,0,17.2,0.999948054552
0,23,http://www.cnn.com/2016/02/20/politics/will-ferrell-bernie-sanders-hillary-clinton/,./credible/r_491_WillFerrellswitchess.txt,Will Ferrell switches support from Bernie Sanders to Hillary Clinton,2,1062,156,2/20/2016,-0.1,2,0.838394217552
0,993,http://www.cbsnews.com/news/results-from-south-carolinas-gop-primary-to-soon-trickle-in/,./credible/r_349_CBSNewsprojectsDonal.txt,CBS News projects Donald Trump win in South Carolina primary,1,9483,1591,2/20/2016,0,30.7,1.0
0,197,http://www.abcnews.go.com/Politics/analysis-donald-trump-takes-ownership-republican-party/story?id=37086079,./credible/r_17_ANALYSISDonaldTrumpTa.txt,ANALYSIS: Donald Trump Takes Ownership of Republican Party,2,2594,440,2/21/2016,0,7.9,0.238028809428
0,486,http://www.bbc.com/news/election-us-2016-35624018,./credible/r_239_WhyHillaryandBernieb.txt,Why Hillary and Bernie both won and lost in Nevada,2,4357,754,2/21/2016,0,13.5,1.0
0,643,http://www.nytimes.com/2016/02/21/us/politics/nevada-caucus.html,./credible/r_718_HillaryClintonBeatsB.txt,Hillary Clinton Beats Bernie Sanders in Nevada Caucuses,2,5259,854,2/21/2016,0,15.5,0.999996125698
0,407,http://www.reuters.com/article/us-usa-election-democrats-idUSMTZSAPEC2MYWFN4D,./credible/r_1030_ClintonSandersracet.txt,Clinton Sanders race takes on angrier tone after Nevada,1,3903,627,2/22/2016,-0.2,11.7,0
0,844,http://www.foxnews.com/politics/2016/02/22/medias-firewall-against-donald-trump-voters-must-be-dummies-or-racists.html,./credible/r_539_Themediasfirewallaga.txt,The medias firewall against Donald Trump: The voters must be dummies or racists,1,6788,1148,2/22/2016,-0.1,21.3,0
0,139,http://www.abcnews.go.com/Politics/hillary-clinton-upper-hand-super-tuesday/story?id=37136465,./credible/r_56_WhyHillaryClintonHast.txt,Why Hillary Clinton Has the Upper Hand on Super Tuesday and Beyond,3,2232,355,2/23/2016,-0.1,3.9,0.999999910593
0,382,http://www.washingtonpost.com/news/morning-mix/wp/2016/02/23/donald-trump-on-protester-id-like-to-punch-him-in-the-face/,./credible/r_825_DonaldTrumponaprotes.txt,Donald Trump on a protester: ‘I’d like to punch him in the face’,0,3797,663,2/23/2016,0,20.3,0
0,467,http://www.nytimes.com/2016/02/24/us/politics/nevada-caucus-gop.html,./credible/r_678_DonaldTrumpWinsNevad.txt,Donald Trump Wins Nevada Caucuses Collecting Third Straight Victory,2,4278,722,2/24/2016,0,13.3,0.992641597986
